W.L,Weight.class,Method,Round,Time,Fighter1,Fighter2,Fight_url,Date,Kd1,SigStrikes1,TotStrikes1,Td1,SubAtt1,Pass1,Rev1,Kd2,SigStrikes2,TotStrikes2,Td2,SubAtt2,Pass2,Rev2,Head1,Body1,Leg1,Distance1,Clinch1,Ground1,Head2,Body2,Leg2,Distance2,Clinch2,Ground2
win,Bantamweight,"KO/TKO

      

      
        Punch",3,3:39,Brian Kelleher,Damian Stasiak,http://www.fightmetric.com/fight-details/4dcd6ff5e32a3779,"October 21, 2017","
      0
    ","
      43 of 112
    ","
      45 of 114
    ","
      1 of 10
    ","
      0
    ","
      0
    ","
      0
    ","
      1
    ","
      79 of 147
    ","
      116 of 194
    ","
      1 of 1
    ","
      1
    ","
      3
    ","
      1
    ","
      26 of 86
    ","
      8 of 17
    ","
      9 of 9
    ","
      42 of 111
    ","
      1 of 1
    ","
      0 of 0
    ","
      55 of 118
    ","
      7 of 11
    ","
      17 of 18
    ","
      48 of 109
    ","
      8 of 12
    ","
      23 of 26
    "
win,Middleweight,U-DEC,3,5:00,Ramazan Emeev,Sam Alvey,http://www.fightmetric.com/fight-details/9da4e06a403f0d27,"October 21, 2017","
      0
    ","
      29 of 70
    ","
      56 of 99
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      38 of 71
    ","
      51 of 84
    ","
      1 of 9
    ","
      0
    ","
      0
    ","
      0
    ","
      12 of 45
    ","
      7 of 8
    ","
      10 of 17
    ","
      14 of 52
    ","
      14 of 17
    ","
      1 of 1
    ","
      28 of 60
    ","
      5 of 6
    ","
      5 of 5
    ","
      22 of 49
    ","
      16 of 22
    ","
      0 of 0
    "
win,Featherweight,U-DEC,3,5:00,Andre Fili,Artem Lobov,http://www.fightmetric.com/fight-details/06287b822837a616,"October 21, 2017","
      0
    ","
      55 of 116
    ","
      77 of 140
    ","
      0 of 2
    ","
      0
    ","
      0
    ","
      0
    ","
      1
    ","
      55 of 145
    ","
      76 of 166
    ","
      5 of 6
    ","
      0
    ","
      3
    ","
      0
    ","
      17 of 68
    ","
      14 of 24
    ","
      24 of 24
    ","
      54 of 114
    ","
      1 of 2
    ","
      0 of 0
    ","
      32 of 118
    ","
      5 of 9
    ","
      18 of 18
    ","
      49 of 134
    ","
      0 of 2
    ","
      6 of 9
    "
win,Welterweight,U-DEC,3,5:00,Warlley Alves,Salim Touahri,http://www.fightmetric.com/fight-details/88f36fa2945ccac5,"October 21, 2017","
      0
    ","
      35 of 74
    ","
      49 of 88
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      38 of 95
    ","
      55 of 113
    ","
      2 of 7
    ","
      0
    ","
      0
    ","
      0
    ","
      12 of 39
    ","
      21 of 33
    ","
      2 of 2
    ","
      20 of 59
    ","
      15 of 15
    ","
      0 of 0
    ","
      15 of 54
    ","
      9 of 19
    ","
      14 of 22
    ","
      28 of 83
    ","
      9 of 10
    ","
      1 of 2
    "
win,Women's Bantamweight,"KO/TKO

      

      
        Punches",2,2:33,Aspen Ladd,Lina Lansberg,http://www.fightmetric.com/fight-details/f3f252b9810cff0d,"October 21, 2017","
      0
    ","
      41 of 64
    ","
      50 of 73
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      26 of 60
    ","
      45 of 84
    ","
      1 of 1
    ","
      0
    ","
      2
    ","
      0
    ","
      7 of 25
    ","
      25 of 29
    ","
      9 of 10
    ","
      7 of 23
    ","
      34 of 41
    ","
      0 of 0
    ","
      19 of 50
    ","
      7 of 10
    ","
      0 of 0
    ","
      6 of 24
    ","
      8 of 12
    ","
      12 of 24
    "
win,Featherweight,U-DEC,3,5:00,Josh Emmett,Felipe Arantes,http://www.fightmetric.com/fight-details/8b10419db5bffe28,"October 21, 2017","
      0
    ","
      43 of 134
    ","
      44 of 136
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      4
    ","
      67 of 211
    ","
      78 of 231
    ","
      1 of 2
    ","
      0
    ","
      1
    ","
      0
    ","
      32 of 119
    ","
      5 of 9
    ","
      6 of 6
    ","
      43 of 133
    ","
      0 of 1
    ","
      0 of 0
    ","
      43 of 182
    ","
      14 of 19
    ","
      10 of 10
    ","
      45 of 163
    ","
      0 of 0
    ","
      22 of 48
    "
win,Lightweight,"SUB

      

      
        Triangle Choke",3,4:02,Tony Ferguson,Kevin Lee,http://www.fightmetric.com/fight-details/03aec9073946907f,"October 07, 2017","
      0
    ","
      54 of 103
    ","
      57 of 106
    ","
      0 of 0
    ","
      2
    ","
      0
    ","
      0
    ","
      0
    ","
      55 of 119
    ","
      71 of 137
    ","
      3 of 6
    ","
      0
    ","
      2
    ","
      0
    ","
      40 of 81
    ","
      6 of 13
    ","
      8 of 9
    ","
      40 of 85
    ","
      1 of 1
    ","
      13 of 17
    ","
      41 of 101
    ","
      14 of 18
    ","
      0 of 0
    ","
      35 of 90
    ","
      0 of 1
    ","
      20 of 28
    "
win,Flyweight,"SUB

      

      
        Armbar",5,3:15,Demetrious Johnson,Ray Borg,http://www.fightmetric.com/fight-details/d042d18ad568190a,"October 07, 2017","
      0
    ","
      64 of 81
    ","
      172 of 212
    ","
      8 of 8
    ","
      2
    ","
      19
    ","
      0
    ","
      0
    ","
      13 of 29
    ","
      22 of 39
    ","
      3 of 10
    ","
      0
    ","
      1
    ","
      0
    ","
      24 of 34
    ","
      34 of 37
    ","
      6 of 10
    ","
      16 of 28
    ","
      10 of 11
    ","
      38 of 42
    ","
      8 of 21
    ","
      4 of 6
    ","
      1 of 2
    ","
      7 of 21
    ","
      5 of 7
    ","
      1 of 1
    "
win,Heavyweight,"SUB

      

      
        Armbar",1,1:05,Fabricio Werdum,Walt Harris,http://www.fightmetric.com/fight-details/53ee6c3591483193,"October 07, 2017","
      0
    ","
      0 of 1
    ","
      0 of 1
    ","
      1 of 1
    ","
      1
    ","
      2
    ","
      0
    ","
      0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    "
win,Women's Flyweight,"SUB

      

      
        Rear Naked Choke",1,2:54,Mara Romero Borella,Kalindra Faria,http://www.fightmetric.com/fight-details/1ff3dff34d0b60b8,"October 07, 2017","
      0
    ","
      3 of 5
    ","
      16 of 18
    ","
      1 of 1
    ","
      1
    ","
      3
    ","
      0
    ","
      0
    ","
      0 of 4
    ","
      0 of 4
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      2 of 4
    ","
      0 of 0
    ","
      1 of 1
    ","
      1 of 3
    ","
      0 of 0
    ","
      2 of 2
    ","
      0 of 3
    ","
      0 of 0
    ","
      0 of 1
    ","
      0 of 4
    ","
      0 of 0
    ","
      0 of 0
    "
"draw
                  


                  
                    draw",Lightweight,M-DEC,3,5:00,Beneil Dariush,Evan Dunham,http://www.fightmetric.com/fight-details/2fed4f1d91767eb1,"October 07, 2017","
      1
    ","
      81 of 157
    ","
      92 of 168
    ","
      0 of 0
    ","
      0
    ","
      2
    ","
      0
    ","
      0
    ","
      36 of 115
    ","
      66 of 149
    ","
      1 of 7
    ","
      0
    ","
      0
    ","
      0
    ","
      60 of 134
    ","
      8 of 9
    ","
      13 of 14
    ","
      48 of 111
    ","
      10 of 15
    ","
      23 of 31
    ","
      32 of 109
    ","
      4 of 6
    ","
      0 of 0
    ","
      32 of 110
    ","
      4 of 5
    ","
      0 of 0
    "
win,Bantamweight,S-DEC,3,5:00,Cody Stamann,Tom Duquesnoy,http://www.fightmetric.com/fight-details/e08479759c296bb1,"October 07, 2017","
      0
    ","
      33 of 98
    ","
      76 of 145
    ","
      1 of 1
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      66 of 168
    ","
      81 of 185
    ","
      4 of 5
    ","
      0
    ","
      2
    ","
      0
    ","
      22 of 81
    ","
      8 of 13
    ","
      3 of 4
    ","
      31 of 94
    ","
      2 of 4
    ","
      0 of 0
    ","
      33 of 118
    ","
      19 of 28
    ","
      14 of 22
    ","
      53 of 150
    ","
      8 of 13
    ","
      5 of 5
    "
"draw
                  


                  
                    draw",Lightweight,S-DEC,3,5:00,Lando Vannata,Bobby Green,http://www.fightmetric.com/fight-details/c46d51fb87a4f485,"October 07, 2017","
      1
    ","
      104 of 232
    ","
      111 of 239
    ","
      4 of 5
    ","
      1
    ","
      1
    ","
      0
    ","
      0
    ","
      93 of 232
    ","
      104 of 246
    ","
      1 of 3
    ","
      0
    ","
      0
    ","
      0
    ","
      67 of 180
    ","
      19 of 32
    ","
      18 of 20
    ","
      89 of 206
    ","
      6 of 9
    ","
      9 of 17
    ","
      66 of 195
    ","
      15 of 22
    ","
      12 of 15
    ","
      74 of 210
    ","
      19 of 22
    ","
      0 of 0
    "
win,Women's Strawweight,U-DEC,3,5:00,Poliana Botelho,Pearl Gonzalez,http://www.fightmetric.com/fight-details/0f826e7bbb73b53f,"October 07, 2017","
      0
    ","
      27 of 58
    ","
      89 of 124
    ","
      0 of 15
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      67 of 105
    ","
      157 of 212
    ","
      1 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      4 of 27
    ","
      5 of 6
    ","
      18 of 25
    ","
      20 of 50
    ","
      7 of 8
    ","
      0 of 0
    ","
      44 of 75
    ","
      19 of 25
    ","
      4 of 5
    ","
      15 of 43
    ","
      52 of 62
    ","
      0 of 0
    "
win,Flyweight,U-DEC,3,5:00,Matt Schnell,Marco Beltran,http://www.fightmetric.com/fight-details/d97970009fbfca30,"October 07, 2017","
      0
    ","
      38 of 140
    ","
      38 of 140
    ","
      0 of 2
    ","
      1
    ","
      0
    ","
      0
    ","
      0
    ","
      34 of 109
    ","
      45 of 120
    ","
      1 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      24 of 113
    ","
      2 of 9
    ","
      12 of 18
    ","
      35 of 132
    ","
      3 of 8
    ","
      0 of 0
    ","
      14 of 80
    ","
      7 of 10
    ","
      13 of 19
    ","
      33 of 108
    ","
      1 of 1
    ","
      0 of 0
    "
win,Flyweight,"KO/TKO

      

      
        Punch",1,1:38,John Moraga,Magomed Bibulatov,http://www.fightmetric.com/fight-details/3f5f6c576046bf77,"October 07, 2017","
      1
    ","
      8 of 14
    ","
      8 of 14
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      5 of 10
    ","
      5 of 10
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      3 of 8
    ","
      1 of 2
    ","
      4 of 4
    ","
      7 of 13
    ","
      0 of 0
    ","
      1 of 1
    ","
      2 of 6
    ","
      2 of 3
    ","
      1 of 1
    ","
      4 of 9
    ","
      0 of 0
    ","
      1 of 1
    "
win,Middleweight,U-DEC,3,5:00,Brad Tavares,Thales Leites,http://www.fightmetric.com/fight-details/2142ff2a46d22741,"October 07, 2017","
      0
    ","
      46 of 132
    ","
      50 of 137
    ","
      0 of 7
    ","
      0
    ","
      0
    ","
      0
    ","
      1
    ","
      70 of 136
    ","
      80 of 146
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      31 of 112
    ","
      1 of 5
    ","
      14 of 15
    ","
      46 of 128
    ","
      0 of 3
    ","
      0 of 1
    ","
      43 of 107
    ","
      4 of 6
    ","
      23 of 23
    ","
      60 of 123
    ","
      5 of 6
    ","
      5 of 7
    "
win,Light Heavyweight,"SUB

      

      
        Other - Choke",1,1:50,Ovince Saint Preux,Yushin Okami,http://www.fightmetric.com/fight-details/d1bee15e60ee6721,"September 22, 2017","
      0
    ","
      0 of 0
    ","
      3 of 3
    ","
      0 of 0
    ","
      1
    ","
      3
    ","
      0
    ","
      0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 1
    ","
      1
    ","
      0
    ","
      0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    "
win,Women's Strawweight,U-DEC,3,5:00,Jessica Andrade,Claudia Gadelha,http://www.fightmetric.com/fight-details/e8d59c27b467d716,"September 22, 2017","
      0
    ","
      42 of 91
    ","
      47 of 96
    ","
      0 of 7
    ","
      2
    ","
      0
    ","
      0
    ","
      0
    ","
      141 of 241
    ","
      242 of 355
    ","
      4 of 7
    ","
      0
    ","
      5
    ","
      0
    ","
      41 of 87
    ","
      1 of 4
    ","
      0 of 0
    ","
      30 of 71
    ","
      9 of 15
    ","
      3 of 5
    ","
      83 of 175
    ","
      50 of 58
    ","
      8 of 8
    ","
      45 of 107
    ","
      18 of 25
    ","
      78 of 109
    "
win,Lightweight,"KO/TKO

      

      
        Punch",1,1:30,Dong Hyun Kim,Takanori Gomi,http://www.fightmetric.com/fight-details/ba27835ff05df0c9,"September 22, 2017","
      0
    ","
      2 of 3
    ","
      2 of 3
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      1
    ","
      13 of 20
    ","
      13 of 20
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      1 of 2
    ","
      1 of 1
    ","
      0 of 0
    ","
      2 of 3
    ","
      0 of 0
    ","
      0 of 0
    ","
      8 of 15
    ","
      2 of 2
    ","
      3 of 3
    ","
      8 of 9
    ","
      0 of 0
    ","
      5 of 11
    "
win,Light Heavyweight,"KO/TKO

      

      
        Punch",1,4:45,Gokhan Saki,Henrique da Silva,http://www.fightmetric.com/fight-details/690ab86bdd94149b,"September 22, 2017","
      2
    ","
      40 of 66
    ","
      40 of 66
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      20 of 45
    ","
      21 of 46
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      35 of 60
    ","
      2 of 3
    ","
      3 of 3
    ","
      39 of 65
    ","
      1 of 1
    ","
      0 of 0
    ","
      16 of 40
    ","
      4 of 5
    ","
      0 of 0
    ","
      12 of 37
    ","
      8 of 8
    ","
      0 of 0
    "
win,Featherweight,U-DEC,3,5:00,Teruto Ishihara,Rolando Dy,http://www.fightmetric.com/fight-details/6be073563a421bca,"September 22, 2017","
      1
    ","
      50 of 98
    ","
      77 of 127
    ","
      2 of 6
    ","
      0
    ","
      2
    ","
      0
    ","
      0
    ","
      48 of 85
    ","
      52 of 89
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      32 of 77
    ","
      6 of 8
    ","
      12 of 13
    ","
      25 of 59
    ","
      2 of 2
    ","
      23 of 37
    ","
      30 of 61
    ","
      15 of 21
    ","
      3 of 3
    ","
      33 of 68
    ","
      13 of 13
    ","
      2 of 4
    "
win,Flyweight,"SUB

      

      
        Rear Naked Choke",1,4:30,Jussier Formiga,Ulka Sasaki,http://www.fightmetric.com/fight-details/3b89556b3f177b7b,"September 22, 2017","
      0
    ","
      9 of 22
    ","
      12 of 27
    ","
      1 of 1
    ","
      2
    ","
      4
    ","
      0
    ","
      0
    ","
      16 of 32
    ","
      36 of 54
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      6 of 18
    ","
      1 of 1
    ","
      2 of 3
    ","
      9 of 22
    ","
      0 of 0
    ","
      0 of 0
    ","
      6 of 16
    ","
      9 of 13
    ","
      1 of 3
    ","
      14 of 30
    ","
      2 of 2
    ","
      0 of 0
    "
win,Welterweight,S-DEC,3,5:00,Keita Nakamura,Alex Morono,http://www.fightmetric.com/fight-details/296cc69bcc3c1635,"September 22, 2017","
      0
    ","
      27 of 86
    ","
      29 of 88
    ","
      2 of 2
    ","
      0
    ","
      2
    ","
      0
    ","
      0
    ","
      38 of 123
    ","
      39 of 124
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      11 of 60
    ","
      14 of 22
    ","
      2 of 4
    ","
      27 of 85
    ","
      0 of 1
    ","
      0 of 0
    ","
      32 of 113
    ","
      3 of 6
    ","
      3 of 4
    ","
      37 of 122
    ","
      1 of 1
    ","
      0 of 0
    "
win,Women's Strawweight,S-DEC,3,5:00,Syuri Kondo,Chanmi Jeon,http://www.fightmetric.com/fight-details/37cdf5bd5c975a5d,"September 22, 2017","
      0
    ","
      135 of 284
    ","
      137 of 286
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      95 of 340
    ","
      99 of 344
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      100 of 244
    ","
      26 of 29
    ","
      9 of 11
    ","
      123 of 268
    ","
      12 of 16
    ","
      0 of 0
    ","
      73 of 299
    ","
      12 of 27
    ","
      10 of 14
    ","
      92 of 329
    ","
      3 of 11
    ","
      0 of 0
    "
